,panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox
589,IMG_6375,-1.284572222222222,36.76999444444444,2023,2,Used/,,Self,IMG_6375,[],[]
590,IMG_6413,-1.2919833333333333,36.82458888888889,2023,2,Used/,,Self,IMG_6413,[],[]
591,IMG_7719,-1.314125,36.86969444444445,2023,2,Used/,,Self,IMG_7719,[],[]
592,IMG_0710,-1.331736111111111,36.71645277777778,2023,2,Used/,,Self,IMG_0710,[],[]
593,IMG_6361,-1.2738194444444444,36.76772777777778,2023,2,Used/,,Self,IMG_6361,[],[]
594,IMG_0923,-1.2947499999999998,36.798563888888886,2023,2,Used/,,Self,IMG_0923,[],[]
595,IMG_7094,-1.2993472222222222,36.79278055555555,2023,2,Used/,,Self,IMG_7094,[],[]
596,IMG_7080,-1.2995027777777777,36.790394444444445,2023,2,Used/,,Self,IMG_7080,[],[]
597,IMG_8399,-1.2772277777777776,37.023872222222224,2023,2,Used/,,Self,IMG_8399,[],[]
598,IMG_0909,-1.2938138888888888,36.79479166666666,2023,2,Used/,,Self,IMG_0909,[],[]
599,IMG_7096,-1.299336111111111,36.79309722222222,2023,2,Used/,,Self,IMG_7096,[],[]
600,IMG_6388,-1.295136111111111,36.787619444444445,2023,2,Used/,,Self,IMG_6388,[],[]
601,IMG_0921,-1.294622222222222,36.79808055555555,2023,2,Used/,,Self,IMG_0921,[],[]
602,IMG_7082,-1.2994944444444445,36.79055833333333,2023,2,Used/,,Self,IMG_7082,[],[]
603,IMG_6411,-1.2918138888888888,36.82467777777778,2023,2,Used/,,Self,IMG_6411,[],[]
604,IMG_6377,-1.2925972222222222,36.77473888888889,2023,2,Used/,,Self,IMG_6377,[],[]
605,IMG_0706,-1.326875,36.71722222222223,2023,2,Used/,,Self,IMG_0706,[],[]
606,IMG_7069,-1.299561111111111,36.78894444444444,2023,2,Used/,,Self,IMG_7069,[0.44224974513053894],"[[3227.3740234375, 1414.828857421875, 4027.092529296875, 1747.7476806640625]]"
607,IMG_6363,-1.2771055555555555,36.765005555555554,2023,2,Used/,,Self,IMG_6363,[],[]
608,IMG_0712,-1.3325805555555554,36.71631111111111,2023,2,Used/,,Self,IMG_0712,[],[]
609,IMG_8428,-1.2785444444444445,37.038130555555554,2023,2,Used/,,Self,IMG_8428,[],[]
610,IMG_7733,-1.3142944444444444,36.871027777777776,2023,2,Used/,,Self,IMG_7733,[0.5471044182777405],"[[3031.303466796875, 1897.822265625, 3557.594970703125, 2304.10595703125]]"
611,IMG_8400,-1.277272222222222,37.02443611111111,2023,2,Used/,,Self,IMG_8400,[],[]
612,IMG_7055,-1.3001361111111112,36.78818055555556,2023,2,Used/,,Self,IMG_7055,[],[]
613,IMG_8366,-1.2735527777777778,37.00063611111111,2023,2,Used/,,Self,IMG_8366,[],[]
614,IMG_7041,-1.3148472222222225,36.78968888888889,2023,2,Used/,,Self,IMG_7041,[],[]
615,IMG_8372,-1.2753138888888889,37.00423888888889,2023,2,Used/,,Self,IMG_8372,[0.28518566489219666],"[[591.162841796875, 760.1907958984375, 1122.993408203125, 1297.8594970703125]]"
616,IMG_7727,-1.3141944444444444,36.87038055555556,2023,2,Used/,,Self,IMG_7727,[],[]
617,IMG_8414,-1.2777027777777776,37.02914166666667,2023,2,Used/,,Self,IMG_8414,[0.5553618669509888],"[[2064.439697265625, 2239.35498046875, 2740.835205078125, 2511.09326171875]]"
618,IMG_6439,-1.3159222222222222,36.78994444444445,2023,2,Used/,,Self,IMG_6439,"[0.437048077583313, 0.26342329382896423]","[[2277.576904296875, 918.2484130859375, 4032.0, 1270.7841796875], [2162.30615234375, 2322.588134765625, 3073.07470703125, 2559.3740234375]]"
619,IMG_7294,-1.2865777777777776,36.80467222222222,2023,2,Used/,,Self,IMG_7294,[0.4538002908229828],"[[379.62054443359375, 1862.6627197265625, 1594.9276123046875, 2219.409423828125]]"
620,IMG_7280,-1.2829722222222222,36.80708055555555,2023,2,Used/,,Self,IMG_7280,[],[]
621,IMG_8158,-1.329872222222222,36.88638888888889,2023,2,Used/,,Self,IMG_8158,[],[]
622,IMG_6175,-1.330477777777778,36.85650277777778,2023,2,Used/,,Self,IMG_6175,[],[]
623,IMG_7519,-1.2357166666666668,36.81168611111111,2023,2,Used/,,Self,IMG_7519,[],[]
624,IMG_6161,-1.3283694444444445,36.88245277777778,2023,2,Used/,,Self,IMG_6161,[],[]
625,IMG_8164,-1.3297388888888888,36.89062222222222,2023,2,Used/,,Self,IMG_8164,[],[]
626,IMG_7257,-1.277575,36.80584722222222,2023,2,Used/,,Self,IMG_7257,[],[]
627,IMG_6149,-1.329536111111111,36.87340555555556,2023,2,Used/,,Self,IMG_6149,[],[]
628,IMG_8616,-1.2994499999999998,36.79399166666666,2023,2,Used/,,Self,IMG_8616,[],[]
629,IMG_8170,-1.3265833333333332,36.89538055555556,2023,2,Used/,,Self,IMG_8170,[],[]
630,IMG_7243,-1.2787638888888888,36.803925,2023,2,Used/,,Self,IMG_7243,[],[]
631,IMG_6968,-1.357138888888889,36.74661388888889,2023,2,Used/,,Self,IMG_6968,[],[]
632,IMG_7486,-1.2517722222222225,36.82479722222222,2023,2,Used/,,Self,IMG_7486,[],[]
633,IMG_7492,-1.2490444444444444,36.81903611111112,2023,2,Used/,,Self,IMG_7492,[],[]
634,IMG_6954,-1.3748638888888889,36.74453055555556,2023,2,Used/,,Self,IMG_6954,[0.3195266127586365],"[[1972.673583984375, 2072.795166015625, 3003.37646484375, 2377.907470703125]]"
635,IMG_7479,-1.2565694444444444,36.8335,2023,2,Used/,,Self,IMG_7479,[],[]
636,IMG_8038,-1.2970944444444443,36.79797222222222,2023,2,Used/,,Self,IMG_8038,[],[]
637,IMG_7323,-1.2866833333333332,36.79893611111111,2023,2,Used/,,Self,IMG_7323,[],[]
638,IMG_6983,-1.352538888888889,36.75856111111111,2023,2,Used/,,Self,IMG_6983,[],[]
639,IMG_6997,-1.3488888888888888,36.76459722222222,2023,2,Used/,,Self,IMG_6997,[],[]
640,IMG_7337,-1.2885138888888887,36.79841666666667,2023,2,Used/,,Self,IMG_7337,[],[]
641,IMG_7860,-1.3134,36.87139722222222,2023,2,Used/,,Self,IMG_7860,[],[]
642,IMG_0869,-1.3136611111111112,36.81527222222222,2023,2,Used/,,Self,IMG_0869,[],[]
643,IMG_7874,-1.3132222222222223,36.871697222222224,2023,2,Used/,,Self,IMG_7874,[0.35375601053237915],"[[0.0, 2061.1376953125, 1578.1107177734375, 2709.15869140625]]"
644,IMG_7684,-1.3159972222222225,36.86577777777778,2023,2,Used/,,Self,IMG_7684,[],[]
645,IMG_0855,-1.362513888888889,36.764325,2023,2,Used/,,Self,IMG_0855,[],[]
646,IMG_0699,-1.3203305555555556,36.7182,2023,2,Used/,,Self,IMG_0699,[],[]
647,IMG_7690,-1.315975,36.86654722222222,2023,2,Used/,,Self,IMG_7690,[0.3553299903869629],"[[37.6084098815918, 2119.574951171875, 1007.1423950195312, 2425.661865234375]]"
648,IMG_7848,-1.3127972222222222,36.871075,2023,2,Used/,,Self,IMG_7848,[],[]
649,IMG_6565,-1.2971638888888888,36.795363888888886,2023,2,Used/,,Self,IMG_6565,[],[]
650,IMG_0672,-1.3081055555555556,36.73356111111112,2023,2,Used/,,Self,IMG_0672,[],[]
651,IMG_7109,-1.299247222222222,36.79559722222222,2023,2,Used/,,Self,IMG_7109,[],[]
652,IMG_0666,-1.3073611111111112,36.73605,2023,2,Used/,,Self,IMG_0666,[],[]
653,IMG_6217,-1.282936111111111,36.81553611111111,2023,2,Used/,,Self,IMG_6217,[],[]
654,IMG_6571,-1.295811111111111,36.79530277777778,2023,2,Used/,,Self,IMG_6571,[0.3346605896949768],"[[194.82472229003906, 2022.23779296875, 4032.0, 3006.40478515625]]"
655,IMG_6559,-1.2978027777777776,36.79248888888889,2023,2,Used/,,Self,IMG_6559,[],[]
656,IMG_7647,-1.314852777777778,36.85962222222222,2023,2,Used/,,Self,IMG_7647,[],[]
657,IMG_7121,-1.2987694444444444,36.79783055555556,2023,2,Used/,,Self,IMG_7121,[],[]
658,IMG_8212,-1.291275,36.94641388888888,2023,2,Used/,,Self,IMG_8212,[0.3780152499675751],"[[2983.999755859375, 2148.8994140625, 4022.318359375, 2360.134765625]]"
659,IMG_0896,-1.2929388888888889,36.79098055555556,2023,2,Used/,,Self,IMG_0896,[],[]
660,IMG_7135,-1.2953527777777776,36.80226388888889,2023,2,Used/,,Self,IMG_7135,[],[]
661,IMG_8206,-1.29395,36.943102777777774,2023,2,Used/,,Self,IMG_8206,[],[]
662,IMG_7653,-1.3159527777777775,36.86167777777778,2023,2,Used/,,Self,IMG_7653,"[0.6944116353988647, 0.2500442564487457]","[[0.0, 1771.236572265625, 3749.372802734375, 2604.384765625], [8.27797794342041, 2427.8994140625, 1108.5, 2963.763916015625]]"
663,IMG_8560,-1.2802972222222222,36.81769444444445,2023,2,Used/,,Self,IMG_8560,[0.2709897458553314],"[[0.3194892704486847, 1881.9515380859375, 688.6760864257812, 2397.90087890625]]"
664,IMG_8207,-1.2932027777777777,36.94381111111111,2023,2,Used/,,Self,IMG_8207,[],[]
665,IMG_7134,-1.2959277777777776,36.80243888888889,2023,2,Used/,,Self,IMG_7134,[],[]
666,IMG_8561,-1.280161111111111,36.81793611111112,2023,2,Used/,,Self,IMG_8561,[],[]
667,IMG_7652,-1.3156944444444445,36.86139444444444,2023,2,Used/,,Self,IMG_7652,[],[]
668,IMG_7646,-1.3144555555555557,36.85874444444445,2023,2,Used/,,Self,IMG_7646,[],[]
669,IMG_6558,-1.2977638888888887,36.792072222222224,2023,2,Used/,,Self,IMG_6558,[],[]
670,IMG_0897,-1.2930527777777776,36.79131388888889,2023,2,Used/,,Self,IMG_0897,[],[]
671,IMG_8213,-1.291161111111111,36.946575,2023,2,Used/,,Self,IMG_8213,[],[]
672,IMG_7120,-1.2987916666666666,36.797777777777775,2023,2,Used/,,Self,IMG_7120,[],[]
673,IMG_6216,-1.2830055555555555,36.81555555555556,2023,2,Used/,,Self,IMG_6216,[],[]
674,IMG_0667,-1.3074722222222224,36.735619444444445,2023,2,Used/,,Self,IMG_0667,[],[]
675,IMG_7108,-1.2992722222222222,36.79543333333333,2023,2,Used/,,Self,IMG_7108,[],[]
676,IMG_6570,-1.2960027777777776,36.79530277777778,2023,2,Used/,,Self,IMG_6570,[],[]
677,IMG_6564,-1.297113888888889,36.79537222222222,2023,2,Used/,,Self,IMG_6564,[],[]
678,IMG_6202,-1.2954138888888889,36.81016111111111,2023,2,Used/,,Self,IMG_6202,[],[]
679,IMG_0673,-1.308263888888889,36.73308055555556,2023,2,Used/,,Self,IMG_0673,[],[]
680,IMG_0698,-1.3197194444444444,36.71828888888889,2023,2,Used/,,Self,IMG_0698,[],[]
681,IMG_7849,-1.313008333333333,36.87141388888889,2023,2,Used/,,Self,IMG_7849,[0.45898136496543884],"[[616.6824340820312, 1769.4613037109375, 4032.0, 2687.544677734375]]"
682,IMG_7691,-1.3159666666666667,36.86661111111111,2023,2,Used/,,Self,IMG_7691,[],[]
683,IMG_7685,-1.3159805555555557,36.865994444444446,2023,2,Used/,,Self,IMG_7685,[],[]
684,IMG_0854,-1.3639750000000002,36.76562222222222,2023,2,Used/,,Self,IMG_0854,[],[]
685,IMG_7875,-1.313227777777778,36.87170277777778,2023,2,Used/,,Self,IMG_7875,[0.43464604020118713],"[[99.88175964355469, 2256.487060546875, 3970.900146484375, 3022.560302734375]]"
686,IMG_7861,-1.3133555555555556,36.87147777777778,2023,2,Used/,,Self,IMG_7861,[],[]
687,IMG_0868,-1.3146083333333334,36.814813888888885,2023,2,Used/,,Self,IMG_0868,[],[]
688,IMG_6996,-1.348961111111111,36.76459166666667,2023,2,Used/,,Self,IMG_6996,[],[]
689,IMG_7336,-1.2884027777777776,36.79844722222222,2023,2,Used/,,Self,IMG_7336,[],[]
690,IMG_7322,-1.2866694444444444,36.79898611111111,2023,2,Used/,,Self,IMG_7322,[],[]
691,IMG_6982,-1.352561111111111,36.75839166666667,2023,2,Used/,,Self,IMG_6982,[],[]
692,IMG_8039,-1.2972444444444444,36.79806111111111,2023,2,Used/,,Self,IMG_8039,[],[]
693,IMG_7478,-1.2578722222222225,36.833958333333335,2023,2,Used/,,Self,IMG_7478,[],[]
694,IMG_6955,-1.3746277777777778,36.74445,2023,2,Used/,,Self,IMG_6955,[],[]
695,IMG_7493,-1.2486416666666666,36.81710555555556,2023,2,Used/,,Self,IMG_7493,[],[]
696,IMG_7487,-1.2516944444444444,36.82463611111111,2023,2,Used/,,Self,IMG_7487,[],[]
697,IMG_6969,-1.3568833333333334,36.74666944444444,2023,2,Used/,,Self,IMG_6969,[],[]
698,IMG_8617,-1.2994805555555555,36.79192777777778,2023,2,Used/,,Self,IMG_8617,[],[]
699,IMG_7242,-1.2788472222222222,36.80386111111111,2023,2,Used/,,Self,IMG_7242,[],[]
700,IMG_8171,-1.3260944444444445,36.89618611111111,2023,2,Used/,,Self,IMG_8171,[],[]
701,IMG_7256,-1.2776527777777775,36.80572222222222,2023,2,Used/,,Self,IMG_7256,[],[]
702,IMG_8165,-1.3289888888888888,36.89169444444445,2023,2,Used/,,Self,IMG_8165,[],[]
703,IMG_7518,-1.2358416666666667,36.81162222222222,2023,2,Used/,,Self,IMG_7518,[],[]
704,IMG_6160,-1.3283694444444445,36.88218611111111,2023,2,Used/,,Self,IMG_6160,[],[]
705,IMG_6174,-1.3306222222222222,36.85681111111112,2023,2,Used/,,Self,IMG_6174,[],[]
706,IMG_8159,-1.3303361111111112,36.88714722222223,2023,2,Used/,,Self,IMG_8159,[],[]
707,IMG_7281,-1.2830805555555556,36.80703333333333,2023,2,Used/,,Self,IMG_7281,[],[]
708,IMG_7295,-1.2866027777777778,36.804605555555554,2023,2,Used/,,Self,IMG_7295,[],[]
709,IMG_8373,-1.27545,37.00501388888889,2023,2,Used/,,Self,IMG_8373,[],[]
710,IMG_7040,-1.3149194444444443,36.78963888888889,2023,2,Used/,,Self,IMG_7040,[],[]
711,IMG_6438,-1.3155722222222224,36.78991388888889,2023,2,Used/,,Self,IMG_6438,[],[]
712,IMG_8415,-1.2777222222222222,37.02933055555555,2023,2,Used/,,Self,IMG_8415,"[0.36856573820114136, 0.26595959067344666]","[[771.1666259765625, 2336.307373046875, 4020.284912109375, 3020.598876953125], [2061.67138671875, 2439.39111328125, 4025.72705078125, 3024.0]]"
713,IMG_7726,-1.3141888888888889,36.87025555555556,2023,2,Used/,,Self,IMG_7726,[],[]
714,IMG_8401,-1.277297222222222,37.024769444444445,2023,2,Used/,,Self,IMG_8401,[],[]
715,IMG_7732,-1.314286111111111,36.87094722222222,2023,2,Used/,,Self,IMG_7732,[0.5342404246330261],"[[1.550582766532898, 2559.11181640625, 1376.451904296875, 3024.0]]"
716,IMG_8367,-1.2737944444444445,37.00103333333333,2023,2,Used/,,Self,IMG_8367,[0.3344019651412964],"[[725.1636352539062, 1969.67236328125, 2796.61474609375, 2411.4267578125]]"
717,IMG_7054,-1.3003722222222225,36.78819444444444,2023,2,Used/,,Self,IMG_7054,"[0.5342102646827698, 0.25432029366493225]","[[2821.427001953125, 1598.1324462890625, 4029.070556640625, 2034.8902587890625], [1893.81201171875, 1599.5379638671875, 4032.0, 2085.3994140625]]"
718,IMG_0713,-1.3330666666666666,36.71636388888889,2023,2,Used/,,Self,IMG_0713,[],[]
719,IMG_6362,-1.2736611111111111,36.76748611111111,2023,2,Used/,,Self,IMG_6362,[],[]
720,IMG_8429,-1.2786472222222225,37.03908888888888,2023,2,Used/,,Self,IMG_8429,[],[]
721,IMG_7068,-1.299583333333333,36.788602777777776,2023,2,Used/,,Self,IMG_7068,[],[]
722,IMG_0707,-1.3279888888888889,36.71705277777778,2023,2,Used/,,Self,IMG_0707,[],[]
723,IMG_6376,-1.289497222222222,36.77151111111111,2023,2,Used/,,Self,IMG_6376,[],[]
724,IMG_7083,-1.299483333333333,36.79073611111111,2023,2,Used/,,Self,IMG_7083,[],[]
725,IMG_0920,-1.294561111111111,36.79786666666666,2023,2,Used/,,Self,IMG_0920,[],[]
726,IMG_6389,-1.2963638888888889,36.79445277777778,2023,2,Used/,,Self,IMG_6389,[],[]
727,IMG_7097,-1.2993416666666666,36.79320555555555,2023,2,Used/,,Self,IMG_7097,[],[]
728,IMG_0908,-1.293775,36.79453888888889,2023,2,Used/,,Self,IMG_0908,[],[]
729,IMG_8398,-1.277188888888889,37.02352777777778,2023,2,Used/,,Self,IMG_8398,[],[]
730,IMG_7093,-1.299361111111111,36.792569444444446,2023,2,Used/,,Self,IMG_7093,[],[]
731,IMG_0924,-1.2948555555555554,36.79901388888889,2023,2,Used/,,Self,IMG_0924,[],[]
732,IMG_7087,-1.299411111111111,36.7915,2023,2,Used/,,Self,IMG_7087,[],[]
733,IMG_0918,-1.2944305555555555,36.797352777777775,2023,2,Used/,,Self,IMG_0918,[],[]
734,IMG_8388,-1.2764916666666666,37.016,2023,2,Used/,,Self,IMG_8388,[],[]
735,IMG_7050,-1.3115527777777778,36.791352777777774,2023,2,Used/,,Self,IMG_7050,[],[]
736,IMG_8363,-1.2725944444444444,36.99906388888889,2023,2,Used/,,Self,IMG_8363,"[0.6464728713035583, 0.378824919462204]","[[7.437606334686279, 1908.18310546875, 2543.1943359375, 2721.760498046875], [0.0, 1976.0423583984375, 2017.656005859375, 2769.991455078125]]"
737,IMG_7736,-1.314313888888889,36.8712,2023,2,Used/,,Self,IMG_7736,[],[]
738,IMG_8405,-1.2774055555555557,37.02569444444444,2023,2,Used/,,Self,IMG_8405,[],[]
739,IMG_6428,-1.3169111111111111,36.80070277777777,2023,2,Used/,,Self,IMG_6428,"[0.7943637371063232, 0.6295735239982605, 0.5075119733810425]","[[1602.5887451171875, 1315.6859130859375, 3053.508544921875, 2116.296630859375], [29.25074005126953, 0.0, 2312.958740234375, 1320.3175048828125], [18.106731414794922, 0.0, 2328.98388671875, 921.8816528320312]]"
740,IMG_7722,-1.3141194444444444,36.86987222222222,2023,2,Used/,,Self,IMG_7722,[],[]
741,IMG_8411,-1.2776416666666666,37.02854166666667,2023,2,Used/,,Self,IMG_8411,[],[]
742,IMG_7044,-1.3145472222222223,36.78993611111111,2023,2,Used/,,Self,IMG_7044,[],[]
743,IMG_8377,-1.275611111111111,37.0065,2023,2,Used/,,Self,IMG_8377,[],[]
744,IMG_6372,-1.2818888888888889,36.769927777777774,2023,2,Used/,,Self,IMG_6372,[],[]
745,IMG_0703,-1.3237777777777775,36.717675,2023,2,Used/,,Self,IMG_0703,[],[]
746,IMG_8439,-1.279261111111111,37.04486388888888,2023,2,Used/,,Self,IMG_8439,[],[]
747,IMG_6366,-1.277675,36.764472222222224,2023,2,Used/,,Self,IMG_6366,[],[]
748,IMG_7078,-1.299511111111111,36.79005,2023,2,Used/,,Self,IMG_7078,[],[]
749,IMG_0717,-1.3358305555555554,36.718538888888894,2023,2,Used/,,Self,IMG_0717,[],[]
750,IMG_7291,-1.2858138888888888,36.80490833333333,2023,2,Used/,,Self,IMG_7291,[],[]
751,IMG_7285,-1.284311111111111,36.806041666666665,2023,2,Used/,,Self,IMG_7285,[],[]
752,IMG_8161,-1.3309305555555555,36.88840277777778,2023,2,Used/,,Self,IMG_8161,[],[]
753,IMG_7252,-1.2780972222222222,36.805169444444445,2023,2,Used/,,Self,IMG_7252,[],[]
754,IMG_8175,-1.3242694444444445,36.89917222222222,2023,2,Used/,,Self,IMG_8175,[0.4962523579597473],"[[382.20703125, 1679.6517333984375, 4032.0, 2588.77490234375]]"
755,IMG_7246,-1.2787305555555557,36.80411944444444,2023,2,Used/,,Self,IMG_7246,[],[]
756,IMG_6158,-1.3284527777777777,36.88048055555556,2023,2,Used/,,Self,IMG_6158,[],[]
757,IMG_8613,-1.2989916666666663,36.79719444444444,2023,2,Used/,,Self,IMG_8613,[],[]
758,IMG_7520,-1.2356555555555555,36.811725,2023,2,Used/,,Self,IMG_7520,[],[]
759,IMG_7508,-1.240611111111111,36.81309722222222,2023,2,Used/,,Self,IMG_7508,[],[]
760,IMG_6170,-1.3382277777777778,36.92231388888889,2023,2,Used/,,Self,IMG_6170,[],[]
761,IMG_8149,-1.3287305555555555,36.878569444444445,2023,2,Used/,,Self,IMG_8149,[],[]
762,IMG_6164,-1.3288777777777778,36.884677777777775,2023,2,Used/,,Self,IMG_6164,[],[]
763,IMG_6945,-1.37545,36.74631111111111,2023,2,Used/,,Self,IMG_6945,[],[]
764,IMG_7483,-1.2559527777777777,36.83282777777778,2023,2,Used/,,Self,IMG_7483,[],[]
765,IMG_6951,-1.374761111111111,36.74541944444445,2023,2,Used/,,Self,IMG_6951,[],[]
766,IMG_7497,-1.2481722222222222,36.81628611111111,2023,2,Used/,,Self,IMG_7497,[],[]
767,IMG_6979,-1.352588888888889,36.75788055555556,2023,2,Used/,,Self,IMG_6979,[0.4662967026233673],"[[0.0, 2133.691162109375, 1866.8109130859375, 3022.9384765625]]"
768,IMG_6986,-1.3524555555555555,36.75910277777778,2023,2,Used/,,Self,IMG_6986,[],[]
769,IMG_7326,-1.2870027777777775,36.798788888888886,2023,2,Used/,,Self,IMG_7326,[],[]
770,IMG_7332,-1.2878777777777777,36.79856944444444,2023,2,Used/,,Self,IMG_7332,[],[]
771,IMG_6992,-1.3516416666666669,36.76303611111111,2023,2,Used/,,Self,IMG_6992,[],[]
772,IMG_7454,-1.2775305555555554,36.82118055555556,2023,2,Used/,,Self,IMG_7454,[],[]
773,IMG_8029,-1.2975944444444445,36.79583611111111,2023,2,Used/,,Self,IMG_8029,[],[]
774,IMG_7468,-1.2629416666666666,36.83891666666667,2023,2,Used/,,Self,IMG_7468,[],[]
775,IMG_0850,-1.3715222222222223,36.768252777777775,2023,2,Used/,,Self,IMG_0850,[],[]
776,IMG_0688,-1.3133416666666666,36.72196944444445,2023,2,Used/,,Self,IMG_0688,[],[]
777,IMG_7681,-1.3159583333333331,36.86526944444444,2023,2,Used/,,Self,IMG_7681,[],[]
778,IMG_7859,-1.313363888888889,36.87143055555556,2023,2,Used/,,Self,IMG_7859,[],[]
779,IMG_7695,-1.3160416666666668,36.86736388888889,2023,2,Used/,,Self,IMG_7695,[],[]
780,IMG_7871,-1.3132388888888888,36.87166111111111,2023,2,Used/,,Self,IMG_7871,[],[]
781,IMG_0878,-1.2991444444444444,36.79691666666667,2023,2,Used/,,Self,IMG_0878,[],[]
782,IMG_7124,-1.298411111111111,36.79974444444444,2023,2,Used/,,Self,IMG_7124,[],[]
783,IMG_8217,-1.290561111111111,36.94719444444444,2023,2,Used/,,Self,IMG_8217,[],[]
784,IMG_0893,-1.2927416666666665,36.78996388888888,2023,2,Used/,,Self,IMG_0893,[],[]
785,IMG_7642,-1.3136277777777778,36.85638055555556,2023,2,Used/,,Self,IMG_7642,[],[]
786,IMG_6548,-1.2979222222222222,36.78876944444444,2023,2,Used/,,Self,IMG_6548,[],[]
787,IMG_7656,-1.3161694444444445,36.86193888888889,2023,2,Used/,,Self,IMG_7656,[],[]
788,IMG_7130,-1.2967499999999998,36.80258055555555,2023,2,Used/,,Self,IMG_7130,[],[]
789,IMG_8203,-1.2967527777777776,36.94098333333333,2023,2,Used/,,Self,IMG_8203,[],[]
790,IMG_0677,-1.3082694444444445,36.730941666666666,2023,2,Used/,,Self,IMG_0677,[],[]
791,IMG_7118,-1.298936111111111,36.797241666666665,2023,2,Used/,,Self,IMG_7118,[],[]
792,IMG_6206,-1.2950722222222222,36.79931388888889,2023,2,Used/,,Self,IMG_6206,[],[]
793,IMG_6560,-1.2978027777777776,36.79252222222222,2023,2,Used/,,Self,IMG_6560,[],[]
794,IMG_6574,-1.295211111111111,36.79523055555556,2023,2,Used/,,Self,IMG_6574,[],[]
795,IMG_8559,-1.2806166666666663,36.81708611111112,2023,2,Used/,,Self,IMG_8559,[],[]
796,IMG_0663,-1.306913888888889,36.73764722222222,2023,2,Used/,,Self,IMG_0663,[],[]
797,IMG_6212,-1.2940166666666666,36.80275,2023,2,Used/,,Self,IMG_6212,[],[]
798,IMG_8558,-1.2810416666666666,36.816247222222216,2023,2,Used/,,Self,IMG_8558,[],[]
799,IMG_6575,-1.2945305555555555,36.79515555555555,2023,2,Used/,,Self,IMG_6575,[],[]
800,IMG_6213,-1.2935805555555555,36.80305277777777,2023,2,Used/,,Self,IMG_6213,[],[]
801,IMG_0662,-1.306775,36.73817777777778,2023,2,Used/,,Self,IMG_0662,[],[]
802,IMG_6207,-1.2950888888888887,36.800377777777776,2023,2,Used/,,Self,IMG_6207,[],[]
803,IMG_7119,-1.298922222222222,36.79731111111111,2023,2,Used/,,Self,IMG_7119,[],[]
804,IMG_0676,-1.3084861111111112,36.731575,2023,2,Used/,,Self,IMG_0676,[],[]
805,IMG_6561,-1.2975277777777776,36.79533333333333,2023,2,Used/,,Self,IMG_6561,[0.32765382528305054],"[[949.5971069335938, 2645.341552734375, 2487.108154296875, 3020.8310546875]]"
806,IMG_8564,-1.2786027777777778,36.81607777777778,2023,2,Used/,,Self,IMG_8564,[],[]
807,IMG_7657,-1.316158333333333,36.86196388888889,2023,2,Used/,,Self,IMG_7657,[],[]
808,IMG_6549,-1.2979138888888888,36.78894444444444,2023,2,Used/,,Self,IMG_6549,[],[]
809,IMG_8202,-1.2983888888888888,36.93978611111111,2023,2,Used/,,Self,IMG_8202,[],[]
810,IMG_7131,-1.296586111111111,36.80254444444444,2023,2,Used/,,Self,IMG_7131,[],[]
811,IMG_0892,-1.2927027777777778,36.78974166666666,2023,2,Used/,,Self,IMG_0892,[],[]
812,IMG_8216,-1.2907944444444444,36.94706388888888,2023,2,Used/,,Self,IMG_8216,[],[]
813,IMG_7125,-1.2983638888888889,36.80002777777778,2023,2,Used/,,Self,IMG_7125,[],[]
814,IMG_7643,-1.3137138888888888,36.85661944444445,2023,2,Used/,,Self,IMG_7643,[],[]
815,IMG_7870,-1.3132166666666667,36.87168888888889,2023,2,Used/,,Self,IMG_7870,[],[]
816,IMG_0879,-1.2993,36.79533055555555,2023,2,Used/,,Self,IMG_0879,[],[]
817,IMG_7864,-1.3132194444444445,36.87175833333333,2023,2,Used/,,Self,IMG_7864,[0.6307157874107361],"[[2.3806686401367188, 1528.640625, 906.063720703125, 2378.1767578125]]"
818,IMG_7694,-1.3159888888888889,36.86689722222222,2023,2,Used/,,Self,IMG_7694,[],[]
819,IMG_0689,-1.3138611111111111,36.72127777777778,2023,2,Used/,,Self,IMG_0689,[],[]
820,IMG_0851,-1.3684888888888889,36.767538888888886,2023,2,Used/,,Self,IMG_0851,[],[]
821,IMG_7858,-1.3133722222222222,36.87142222222222,2023,2,Used/,,Self,IMG_7858,[],[]
822,IMG_7680,-1.315683333333333,36.86483888888889,2023,2,Used/,,Self,IMG_7680,"[0.33502742648124695, 0.32133030891418457]","[[89.52313232421875, 2503.121337890625, 4032.0, 3024.0], [990.9647827148438, 2737.781982421875, 3524.47998046875, 3023.528076171875]]"
823,IMG_7469,-1.2618222222222222,36.839619444444445,2023,2,Used/,,Self,IMG_7469,[],[]
824,IMG_8028,-1.2976027777777777,36.79566111111111,2023,2,Used/,,Self,IMG_8028,[0.5393851399421692],"[[2199.256591796875, 2556.971923828125, 2882.454345703125, 3023.730224609375]]"
825,IMG_7333,-1.287972222222222,36.79854722222222,2023,2,Used/,,Self,IMG_7333,[],[]
826,IMG_7455,-1.2775027777777777,36.82118055555556,2023,2,Used/,,Self,IMG_7455,[],[]
827,IMG_6993,-1.3514722222222224,36.76302222222222,2023,2,Used/,,Self,IMG_6993,[],[]
828,IMG_6987,-1.3524444444444446,36.75928611111111,2023,2,Used/,,Self,IMG_6987,[],[]
829,IMG_7327,-1.2870888888888887,36.798766666666666,2023,2,Used/,,Self,IMG_7327,[],[]
