panoid,lat,lon,year,month,img_path,Yo,ang,LLM,img_name
dHBuSb7N1DjyQJVuQ2nvYw,-1.251636035931429,36.6877351185462,2021.0,8.0,d/H/,0.25551695,0,1,dHBuSb7N1DjyQJVuQ2nvYw_0
dMTwnfSbS-Yn7YTYSk7ekQ,-1.309410243239771,36.82657613951562,2018.0,2.0,d/m/,0.43605042,0,1,dMTwnfSbS-Yn7YTYSk7ekQ_0
dXjIBMyixk1A7Rzk69P8pw,-1.476852166570263,36.96181661743322,2021.0,9.0,d/x/,0.3402569,0,1,dXjIBMyixk1A7Rzk69P8pw_0
ddPse-Gg1m-ouM7aukIsnQ,-1.253053821253669,36.87279866249766,2021.0,8.0,d/d/,0.46689463,0,1,ddPse-Gg1m-ouM7aukIsnQ_0
dhDpyKi41EZL5NsZ-kOOng,-1.319767058283209,36.90085141854592,2018.0,4.0,d/H/,0.39571497,0,1,dhDpyKi41EZL5NsZ-kOOng_0
dkfruFBwl29LvGwhFCbhxA,-1.268529104590804,36.84136513782266,2018.0,2.0,d/K/,0.5223613,0,1,dkfruFBwl29LvGwhFCbhxA_0
dlx1bUqt64OnW9RjkhcZzw,-1.213570591091543,36.91099982285031,2021.0,9.0,d/L/,0.5682938,0,1,dlx1bUqt64OnW9RjkhcZzw_0
dqtn20Ok2O0xjrR0tdEObQ,-1.217752605245226,36.82720547006947,2018.0,2.0,d/Q/,0.34763554,0,1,dqtn20Ok2O0xjrR0tdEObQ_0
dsLqKPU_1tD7ApA3k18UHA,-1.379503522828569,36.72680423441079,2018.0,1.0,d/s/,0.4572379,0,1,dsLqKPU_1tD7ApA3k18UHA_0
dunL9Rd6ecAat4fZH3aNkg,-1.277782225976922,36.96165264559555,2018.0,2.0,d/U/,0.31114927,0,1,dunL9Rd6ecAat4fZH3aNkg_0
e0Kj0evq_nUE-7NWVcuM5w,-1.269916458459829,36.85216573394179,2021.0,9.0,e/0/,0.31336793,0,1,e0Kj0evq_nUE-7NWVcuM5w_0
e9mdVtOSj5pISf_Ve3tsdw,-1.311356140191493,36.88752052200546,2021.0,8.0,e/9/,0.3218101,0,1,e9mdVtOSj5pISf_Ve3tsdw_0
eF3Nylw_MMGULNNUMQy_Qw,-1.260424230904016,36.71160618515887,2021.0,8.0,e/f/,0.5907692,0,1,eF3Nylw_MMGULNNUMQy_Qw_0
eGM95bj_ewHYHBeGNSpspA,-1.348484333182448,36.66006312544383,2018.0,4.0,e/g/,0.31261432,0,1,eGM95bj_ewHYHBeGNSpspA_0
eHrVHSkCVpR2d_7NG6yOIQ,-1.190428072301003,36.91086789800456,2021.0,9.0,e/H/,0.37547228,0,1,eHrVHSkCVpR2d_7NG6yOIQ_0
eIZ7kN3HHMhLCIFz3M5mNw,-1.186151458412168,36.90580395413535,2021.0,9.0,e/i/,0.4755727,0,1,eIZ7kN3HHMhLCIFz3M5mNw_0
el1zkyqks35XMlbz3e1EsA,-1.282101907950635,37.05986533689164,2021.0,10.0,e/L/,0.57505536,0,1,el1zkyqks35XMlbz3e1EsA_0
eqI8k2DTjS9FWQXl7QxNWg,-1.205663680254604,36.91746811547667,2021.0,9.0,e/Q/,0.35765165,0,1,eqI8k2DTjS9FWQXl7QxNWg_0
eyWRrVmqnEbMKQWYE1v8jg,-1.297706308868977,36.74971901896584,2021.0,8.0,e/y/,0.52150136,0,1,eyWRrVmqnEbMKQWYE1v8jg_0
ezQjm1KJ139FOqyg6J_ooQ,-1.25662933316439,36.92544981765133,2021.0,10.0,e/Z/,0.27957967,0,1,ezQjm1KJ139FOqyg6J_ooQ_0
f0SrPC-caRcQuN3ct8VuqA,-1.274268192985034,36.85224981293051,2018.0,1.0,f/0/,0.4781779,0,1,f0SrPC-caRcQuN3ct8VuqA_0
f14ZnMyeI8vicFFaFiO8_w,-1.300397817617904,36.75725513329993,2021.0,8.0,f/1/,0.36353752,0,1,f14ZnMyeI8vicFFaFiO8_w_0
fAWg4yvyO4I8B7Oi03vaLQ,-1.275120591234939,36.7576882351668,2017.0,12.0,f/a/,0.2501683,0,1,fAWg4yvyO4I8B7Oi03vaLQ_0
fT55yQOIaZB_oQX8kzKDnw,-1.290483667896012,37.04259752949702,2018.0,2.0,f/t/,0.34287018,0,1,fT55yQOIaZB_oQX8kzKDnw_0
fZRmPvtBJFpOI2EyVrFdxQ,-1.326898559418563,36.88124583415595,2018.0,4.0,f/Z/,0.49423143,0,1,fZRmPvtBJFpOI2EyVrFdxQ_0
fmQHec11jUGBhtink6R3Gw,-1.261791645866678,36.70695101979005,2017.0,12.0,f/m/,0.72460914,0,1,fmQHec11jUGBhtink6R3Gw_0
fmuAUBBFlXFOPL2YYHWF0Q,-1.303399329310469,36.73237474423566,2018.0,1.0,f/m/,0.5756297,0,1,fmuAUBBFlXFOPL2YYHWF0Q_0
frqF_IVhw8KyOINutKHA-g,-1.283644339849258,36.98878333706471,2018.0,2.0,f/r/,0.34719923,0,1,frqF_IVhw8KyOINutKHA-g_0
ftMKiv72jWaOtlLwSabbmg,-1.287205468881928,36.84957270394654,2021.0,8.0,f/t/,0.32287893,0,1,ftMKiv72jWaOtlLwSabbmg_0
fyGMKBWDjLxzjbrzhQl-UA,-1.313068022864986,36.89391210464332,2018.0,4.0,f/y/,0.41175842,0,1,fyGMKBWDjLxzjbrzhQl-UA_0
g-S6bUNKflacYSEIWo6XNA,-1.292128189916815,36.80874788867892,2021.0,7.0,g/-/,0.422917,0,1,g-S6bUNKflacYSEIWo6XNA_0
g0Pxh7kYmpenKrzOkP0jNg,-1.288007517080444,36.86876003104266,2018.0,1.0,g/0/,0.25082722,0,1,g0Pxh7kYmpenKrzOkP0jNg_0
g2hyY_W7PHxMw4smiw9tIg,-1.231568651455673,36.92527912015357,2021.0,7.0,g/2/,0.41365838,0,1,g2hyY_W7PHxMw4smiw9tIg_0
g6DqMeHa_GMz2viRA-5XtQ,-1.481254055073011,36.95330164754409,2022.0,3.0,g/6/,0.3189693,0,1,g6DqMeHa_GMz2viRA-5XtQ_0
gBGn-zKqz_HsWEosvJpJ8Q,-1.177567221152647,36.90979657414656,2018.0,2.0,g/B/,0.37950194,0,1,gBGn-zKqz_HsWEosvJpJ8Q_0
gBg-qtKLPd5eck5ivwJwrA,-1.296965127220101,36.82859585923708,2017.0,12.0,g/B/,0.26028854,0,1,gBg-qtKLPd5eck5ivwJwrA_0
gG7fYpaIw6WPP5RqYsOBGg,-1.216474848601497,36.82285097096705,2022.0,1.0,g/g/,0.31717464,0,1,gG7fYpaIw6WPP5RqYsOBGg_0
gQI_mapFG-tyAmeUqpJzIQ,-1.20227542684637,36.90068049968239,2018.0,2.0,g/Q/,0.4012365,0,1,gQI_mapFG-tyAmeUqpJzIQ_0
gSBnCKJUUhU5X33rttkUpA,-1.230769774882929,36.88458190123374,2018.0,2.0,g/s/,0.3386396,0,1,gSBnCKJUUhU5X33rttkUpA_0
gXXx1jqdIvEWetosVKv9mA,-1.214256383938492,36.9347907364586,2021.0,9.0,g/x/,0.40302974,0,1,gXXx1jqdIvEWetosVKv9mA_0
gf4Kp6R6yfnjJzBPyrkyGQ,-1.164063411503245,36.95898706781733,2018.0,5.0,g/f/,0.38403982,0,1,gf4Kp6R6yfnjJzBPyrkyGQ_0
gl8kIcfhDkn5u-os38TfqQ,-1.266406681211532,36.89203286440179,2018.0,2.0,g/L/,0.3908252,0,1,gl8kIcfhDkn5u-os38TfqQ_0
grB1ApPZMBRi9clIkwYZRw,-1.251541503307805,36.91301853875083,2018.0,2.0,g/r/,0.26341933,0,1,grB1ApPZMBRi9clIkwYZRw_0
gw_-oQHTCaMQ85fGppyNvw,-1.251919923700921,36.86799716539632,2021.0,8.0,g/w/,0.3406387,0,1,gw_-oQHTCaMQ85fGppyNvw_0
h5QYKIF8tKFd8PZpQVfw4w,-1.188565567786497,36.90480049349568,2021.0,9.0,H/5/,0.384967,0,1,h5QYKIF8tKFd8PZpQVfw4w_0
hFvKklWqAfcHdFwk4EkODQ,-1.328984113364429,36.85700118721753,2022.0,4.0,H/f/,0.30962986,0,1,hFvKklWqAfcHdFwk4EkODQ_0
hHMfbSdjnJqeN8b5kOlTAg,-1.292693258130137,36.76426600811568,2017.0,12.0,H/H/,0.6169561,0,1,hHMfbSdjnJqeN8b5kOlTAg_0
hTcgbvQLWrhoMZqtQhIy7A,-1.226794436260776,36.83800502005904,2018.0,1.0,H/t/,0.36316398,0,1,hTcgbvQLWrhoMZqtQhIy7A_0
hXRNiSMpHdoMTb5lnobqDw,-1.298262270707715,36.8491050784682,2021.0,8.0,H/x/,0.33515155,0,1,hXRNiSMpHdoMTb5lnobqDw_0
hmRszWtu6oKte-3xzWKRnA,-1.354534348911606,36.65986629462478,2018.0,4.0,H/m/,0.7043858,0,1,hmRszWtu6oKte-3xzWKRnA_0
hr9xCHkSW1M8_M1HwtM8mA,-1.269415371365995,36.99667916403568,2018.0,2.0,H/r/,0.6861797,0,1,hr9xCHkSW1M8_M1HwtM8mA_0
hrC-jCGAGaAAtT071nLpqA,-1.31255965420901,36.86783897629678,2018.0,1.0,H/r/,0.26661694,0,1,hrC-jCGAGaAAtT071nLpqA_0
hs5GANCnXL0LD9Bp_UZR1g,-1.186021454495565,36.90104432745249,2021.0,9.0,H/s/,0.25923917,0,1,hs5GANCnXL0LD9Bp_UZR1g_0
hurNXd2VQelnotuqozOObA,-1.341041779665389,36.79223981386936,2018.0,10.0,H/U/,0.30127478,0,1,hurNXd2VQelnotuqozOObA_0
hwrs_okCBl_r5j4VNeWIGQ,-1.477767583070245,36.96594604489899,2021.0,9.0,H/w/,0.66715115,0,1,hwrs_okCBl_r5j4VNeWIGQ_0
i7ZTpI3O_yF-ahbP2mEmyw,-1.325382386263806,36.8363819813541,2021.0,7.0,i/7/,0.4732262,0,1,i7ZTpI3O_yF-ahbP2mEmyw_0
i8zn-hwMKtpkErkpsXc3Fw,-1.212962961731393,36.89267435543877,2021.0,7.0,i/8/,0.29665563,0,1,i8zn-hwMKtpkErkpsXc3Fw_0
iF1FrdbA7by2qv7-mPqNIw,-1.260528177809835,36.90990364160122,2018.0,2.0,i/f/,0.46325466,0,1,iF1FrdbA7by2qv7-mPqNIw_0
iJb3YnnrFy8KFN4AXGZqSg,-1.308372717992413,36.77184001642819,2018.0,1.0,i/j/,0.59058553,0,1,iJb3YnnrFy8KFN4AXGZqSg_0
igyqJsAHBbRr788aWP5EFA,-1.321180288726444,36.79880731814269,2018.0,3.0,i/g/,0.28758234,0,1,igyqJsAHBbRr788aWP5EFA_0
ihNy3U0US8XKbRFyAfmHMQ,-1.147744491535361,36.95130462293433,2018.0,5.0,i/H/,0.5301638,0,1,ihNy3U0US8XKbRFyAfmHMQ_0
ij3mPhRzXM18q5CMe3mdmA,-1.20777495702658,36.92906357328009,2021.0,9.0,i/j/,0.46002215,0,1,ij3mPhRzXM18q5CMe3mdmA_0
isM7OLtPTVxVpU9dL11zeA,-1.190571931563124,36.91417571063314,2021.0,7.0,i/s/,0.5759889,0,1,isM7OLtPTVxVpU9dL11zeA_0
j18_5bV6KbmXkm31qgMf1g,-1.260375607446618,36.87118977066604,2018.0,2.0,j/1/,0.29573455,0,1,j18_5bV6KbmXkm31qgMf1g_0
j3wnSy9rlTkcN7B637RcBg,-1.31609064164818,36.88646436867034,2018.0,4.0,j/3/,0.26763722,0,1,j3wnSy9rlTkcN7B637RcBg_0
jJbdRTYrJm9NeR-oSwjBeA,-1.213952640640635,36.92300645138378,2021.0,9.0,j/j/,0.47315305,0,1,jJbdRTYrJm9NeR-oSwjBeA_0
jbnTSBM_Lc0tm0K4Ii6g-g,-1.21830769664153,36.96948836647439,2022.0,2.0,j/B/,0.42449796,0,1,jbnTSBM_Lc0tm0K4Ii6g-g_0
jcD2Rqce-xcAy6mnNO2nyQ,-1.299000576562643,36.84381056275577,2021.0,9.0,j/C/,0.3130002,0,1,jcD2Rqce-xcAy6mnNO2nyQ_0
jgWWs73QLiyWsW7zVO4ShA,-1.204510023618555,36.8878495358224,2021.0,9.0,j/g/,0.25812185,0,1,jgWWs73QLiyWsW7zVO4ShA_0
jjQSwQVEW9OEXn23cXujCA,-1.255895739408358,36.88271711363744,2018.0,2.0,j/j/,0.47532403,0,1,jjQSwQVEW9OEXn23cXujCA_0
jvaR_b33m61m3WQ6sR0ejw,-1.167486498969466,36.93914484256933,2021.0,12.0,j/v/,0.32340884,0,1,jvaR_b33m61m3WQ6sR0ejw_0
k6ERloSX9hkJGu0r_2jtww,-1.284511187328684,36.8293876334192,2021.0,8.0,K/6/,0.7104844,0,1,k6ERloSX9hkJGu0r_2jtww_0
k9OOhUnmaaA0bl4juDVp9A,-1.39724858527183,36.76164761274244,2022.0,2.0,K/9/,0.4864692,0,1,k9OOhUnmaaA0bl4juDVp9A_0
kB9oRja2kCNh7Jo6jyg3Mw,-1.291219250206299,37.00743289052039,2018.0,2.0,K/B/,0.25970772,0,1,kB9oRja2kCNh7Jo6jyg3Mw_0
kFCoH8dzSax_gz5yiG8K0g,-1.251861912514722,36.87406301335689,2018.0,2.0,K/f/,0.30352163,0,1,kFCoH8dzSax_gz5yiG8K0g_0
kHQLvwPmCDKmiMtCf6A0og,-1.251433925769764,36.95373900956469,2021.0,8.0,K/H/,0.6002616,0,1,kHQLvwPmCDKmiMtCf6A0og_0
kI-OURVgVpvtVqeINlYshA,-1.311334742612941,36.78840348188771,2018.0,3.0,K/i/,0.2635303,0,1,kI-OURVgVpvtVqeINlYshA_0
kWCP05yWcil146d30xx1lw,-1.289263751612228,36.89402707319509,2018.0,1.0,K/w/,0.28115994,0,1,kWCP05yWcil146d30xx1lw_0
kXPDch35Vdk4hUHd4OdYsA,-1.271156028248906,36.95364225553719,2021.0,8.0,K/x/,0.38105366,0,1,kXPDch35Vdk4hUHd4OdYsA_0
kgM4zTAamQbTBSS8ZoTXBA,-1.268961182814234,36.84437733726061,2018.0,1.0,K/g/,0.33123422,0,1,kgM4zTAamQbTBSS8ZoTXBA_0
kktjr7M9H6XRpha-gTq89Q,-1.2144289751,36.93523124368873,2021.0,9.0,K/K/,0.42402485,0,1,kktjr7M9H6XRpha-gTq89Q_0
klBmIP-x7hH9146bGbq3hg,-1.293569236844967,36.85111818708813,2021.0,8.0,K/L/,0.526898,0,1,klBmIP-x7hH9146bGbq3hg_0
kmQmrvQD_s7hN6F4qGewAQ,-1.236379468911853,36.93510543161664,2018.0,2.0,K/m/,0.42105737,0,1,kmQmrvQD_s7hN6F4qGewAQ_0
kpiQlcrSpiLKlg4ET1Y4tQ,-1.308697852566947,36.76127651999525,2021.0,7.0,K/P/,0.50825864,0,1,kpiQlcrSpiLKlg4ET1Y4tQ_0
kqcjgh6c5JD2wOFM7NQOrQ,-1.482487448492938,36.9564589752835,2022.0,3.0,K/Q/,0.32614192,0,1,kqcjgh6c5JD2wOFM7NQOrQ_0
kuwCeDlKdEHG9bMGrxD1Qg,-1.284102154326547,36.8921054088911,2018.0,1.0,K/U/,0.4639959,0,1,kuwCeDlKdEHG9bMGrxD1Qg_0
l1Q84YbPB07L9swflBL1uQ,-1.206791005738796,36.88949080773524,2018.0,2.0,L/1/,0.39903256,0,1,l1Q84YbPB07L9swflBL1uQ_0
l57OUctrVkGLDOBFIvD4FA,-1.279898846132345,36.84278786124882,2018.0,2.0,L/5/,0.44440526,0,1,l57OUctrVkGLDOBFIvD4FA_0
lEcjcX3L5bchpc1MwDW2xA,-1.27169699206236,36.87961792093449,2021.0,10.0,L/e/,0.29772717,0,1,lEcjcX3L5bchpc1MwDW2xA_0
lIMz_wcZE8zEUuyRTtCqXQ,-1.282793511369313,36.74662163977249,2018.0,2.0,L/i/,0.27768144,0,1,lIMz_wcZE8zEUuyRTtCqXQ_0
lSFu0L7XB3Lc5fBWfk_sXA,-1.215422829876133,36.92171923618086,2021.0,9.0,L/s/,0.6934925,0,1,lSFu0L7XB3Lc5fBWfk_sXA_0
lShJ2hII2BO-y5zood4ZpA,-1.284044310274648,36.85748140635091,2021.0,8.0,L/s/,0.34744963,0,1,lShJ2hII2BO-y5zood4ZpA_0
lZuAoc_TtvNCjCSNGq8RTg,-1.287022347562526,36.85075394799301,2021.0,8.0,L/Z/,0.48405963,0,1,lZuAoc_TtvNCjCSNGq8RTg_0
ldyiQ_bBNKrCbV7md00trA,-1.205515304913617,36.87407048300133,2018.0,2.0,L/d/,0.5445054,0,1,ldyiQ_bBNKrCbV7md00trA_0
lej_RgtfGSUQ0laWY9o1fg,-1.477361536362614,36.95804886166955,2022.0,3.0,L/e/,0.53100467,0,1,lej_RgtfGSUQ0laWY9o1fg_0
lruXdCD3L3P-3cr5xvtyHw,-1.225596508075089,36.74058553117808,2021.0,8.0,L/r/,0.3511484,0,1,lruXdCD3L3P-3cr5xvtyHw_0
lzROoHI1_1bmfBr2LPfMyg,-1.211867217793079,36.95870002376444,2021.0,9.0,L/Z/,0.49909243,0,1,lzROoHI1_1bmfBr2LPfMyg_0
m39WzzxhxkTo8kP5xjXDjQ,-1.28170424226343,36.95918064359036,2018.0,2.0,m/3/,0.29913348,0,1,m39WzzxhxkTo8kP5xjXDjQ_0
m8RvsR0xbhwTC8r2FHJHQg,-1.264306661212986,36.88250289927785,2021.0,8.0,m/8/,0.34299746,0,1,m8RvsR0xbhwTC8r2FHJHQg_0
mIXzkMxqpuOOvuvxOGaV0A,-1.251630443685286,36.95434191546417,2021.0,8.0,m/i/,0.34635222,0,1,mIXzkMxqpuOOvuvxOGaV0A_0
mJVwUpbaRpAcdbXVfwM0lA,-1.157020815696402,36.94657919387482,2021.0,12.0,m/j/,0.30722433,0,1,mJVwUpbaRpAcdbXVfwM0lA_0
mW9v8WBSTKzA7IKJPJYHuw,-1.318132023718581,36.85889659367458,2018.0,1.0,m/w/,0.30391455,0,1,mW9v8WBSTKzA7IKJPJYHuw_0
mXXrBsyJcFVyyfVxaPQyUA,-1.205106916562141,36.89850939341855,2018.0,2.0,m/x/,0.35021338,0,1,mXXrBsyJcFVyyfVxaPQyUA_0
mdh1wxs3P-c8i4b8tt03qw,-1.253839797686711,36.92467211958376,2018.0,2.0,m/d/,0.29581323,0,1,mdh1wxs3P-c8i4b8tt03qw_0
me8GdXN1pAGPNhdLBMrd4g,-1.201374829630241,36.90627647021941,2018.0,2.0,m/e/,0.42511287,0,1,me8GdXN1pAGPNhdLBMrd4g_0
ml4po62tulrbZSmjhq1h6g,-1.260407676976217,36.71150532879808,2021.0,8.0,m/L/,0.5036568,0,1,ml4po62tulrbZSmjhq1h6g_0
mlwzN3Etbz_DKV7nEvdBOA,-1.362614371607221,36.66088106677567,2018.0,4.0,m/L/,0.60985583,0,1,mlwzN3Etbz_DKV7nEvdBOA_0
msRLBo6S_7UCMvXn9fulxQ,-1.285295241980551,36.90937634313232,2021.0,8.0,m/s/,0.2723194,0,1,msRLBo6S_7UCMvXn9fulxQ_0
mwUrruTYihk0p9BjGCx8gw,-1.273743636159763,36.82012219362166,2018.0,2.0,m/w/,0.2722706,0,1,mwUrruTYihk0p9BjGCx8gw_0
mzFXtFpx1o4bY2PTr-6bdg,-1.222204180060877,36.89309706189825,2018.0,2.0,m/Z/,0.30674258,0,1,mzFXtFpx1o4bY2PTr-6bdg_0
n62jmOCx_X0_fDdOhqhJpg,-1.397809865679915,36.76316427266849,2022.0,2.0,N/6/,0.34394273,0,1,n62jmOCx_X0_fDdOhqhJpg_0
n8iI3KYbsQhf9oHcC7BwdQ,-1.205071023860787,36.77645840121315,2021.0,9.0,N/8/,0.39100695,0,1,n8iI3KYbsQhf9oHcC7BwdQ_0
nGof5sDhAOr4zGqULaJeyg,-1.295468450377662,36.87893938056337,2018.0,1.0,N/g/,0.34596643,0,1,nGof5sDhAOr4zGqULaJeyg_0
nIYnIR6Ce6gdItqdjq1V_Q,-1.290242843511333,36.97303354932264,2018.0,2.0,N/i/,0.35309526,0,1,nIYnIR6Ce6gdItqdjq1V_Q_0
nKS_d6iKoqelzLXcZ8w4pQ,-1.315244234271378,36.91601098635466,2018.0,4.0,N/K/,0.5322521,0,1,nKS_d6iKoqelzLXcZ8w4pQ_0
nMPTvVkcvMxMNajFKzfgeA,-1.298140257829141,36.78498827422514,2018.0,3.0,N/m/,0.3442239,0,1,nMPTvVkcvMxMNajFKzfgeA_0
nQg1XCjxsu567D7GJGAJ2A,-1.169068163117011,36.82874386580362,2018.0,5.0,N/Q/,0.29308793,0,1,nQg1XCjxsu567D7GJGAJ2A_0
nUV7LpBcbCO4RT3LwckrHA,-1.363392815349596,36.66020331872202,2018.0,4.0,N/U/,0.6177133,0,1,nUV7LpBcbCO4RT3LwckrHA_0
nWPKNpxr2v4tfz4wb0tsfA,-1.1552644670111,36.93949371754698,2021.0,12.0,N/w/,0.4373724,0,1,nWPKNpxr2v4tfz4wb0tsfA_0
nXFH5WQ2q5G8EEk1H6HURg,-1.307992294133779,36.9109514996601,2021.0,7.0,N/x/,0.43352306,0,1,nXFH5WQ2q5G8EEk1H6HURg_0
nXVVAJddpT9FxlngkduArA,-1.266395359056094,37.05061141678161,2018.0,2.0,N/x/,0.27778992,0,1,nXVVAJddpT9FxlngkduArA_0
nfGBP1wO1iqh6yRNHPBixA,-1.266245741920106,36.84393143997905,2018.0,2.0,N/f/,0.43558276,0,1,nfGBP1wO1iqh6yRNHPBixA_0
nfMywGQsFFQAifszm780Lw,-1.284717908886797,36.89538058663855,2018.0,1.0,N/f/,0.4612322,0,1,nfMywGQsFFQAifszm780Lw_0
ngU7qamvKbwrhdo9JGhMMQ,-1.285816554456988,36.83286501485703,2021.0,8.0,N/g/,0.75586486,0,1,ngU7qamvKbwrhdo9JGhMMQ_0
o2mRTeVf8j2rLA3fMJsyQg,-1.211116408343311,36.92878773099926,2021.0,9.0,O/2/,0.58408743,0,1,o2mRTeVf8j2rLA3fMJsyQg_0
o9l5TCN_2arQGO2svlM1FQ,-1.254727796531752,36.81183313984146,2018.0,2.0,O/9/,0.25146726,0,1,o9l5TCN_2arQGO2svlM1FQ_0
oEBds0ZTKhdjJ68MC6gdKg,-1.282868108978373,36.78950812897869,2017.0,12.0,O/e/,0.32902518,0,1,oEBds0ZTKhdjJ68MC6gdKg_0
oLa8XpZpEXC_7A6Uxwrczw,-1.325930825786492,36.79415474715458,2021.0,7.0,O/L/,0.26484185,0,1,oLa8XpZpEXC_7A6Uxwrczw_0
oRuXd1w3QdJUA1PQzGOesw,-1.251191819175104,36.9525212114049,2021.0,8.0,O/r/,0.46645752,0,1,oRuXd1w3QdJUA1PQzGOesw_0
ofdSXPq6s4N6OWpA1o3qmQ,-1.200766890580415,36.906743896316,2018.0,2.0,O/f/,0.26946583,0,1,ofdSXPq6s4N6OWpA1o3qmQ_0
oi-kyYKv_NCJ0P1qEi_CsQ,-1.255380231885189,36.88992674518962,2021.0,8.0,O/i/,0.3080028,0,1,oi-kyYKv_NCJ0P1qEi_CsQ_0
oqb1bcStBa58Owo1UjMV3w,-1.349281113436835,36.93223572587129,2021.0,8.0,O/Q/,0.29329804,0,1,oqb1bcStBa58Owo1UjMV3w_0
oygtiYTTQYLaeeuT6rQxrw,-1.263468058577464,36.93759202531199,2021.0,8.0,O/y/,0.47309807,0,1,oygtiYTTQYLaeeuT6rQxrw_0
p5CQKSTcVAHG7XzkvEhITQ,-1.286317456454806,36.85450036815963,2021.0,8.0,P/5/,0.31436145,0,1,p5CQKSTcVAHG7XzkvEhITQ_0
pDtJSMobckGmowDZC9SKRA,-1.329463173557206,36.85819594100793,2021.0,8.0,P/d/,0.6050713,0,1,pDtJSMobckGmowDZC9SKRA_0
pLGhklmzdWSoDDSlYyZMgg,-1.328855024232232,36.85852385451091,2021.0,8.0,P/L/,0.41840264,0,1,pLGhklmzdWSoDDSlYyZMgg_0
pPk1067eNg6oTRJLW1yNFg,-1.263044527060672,36.90951409581316,2018.0,1.0,P/P/,0.33974746,0,1,pPk1067eNg6oTRJLW1yNFg_0
pb3Vzrae0DzyFH9ZXZM9YQ,-1.253391931869225,36.87092766571938,2018.0,2.0,P/B/,0.41449758,0,1,pb3Vzrae0DzyFH9ZXZM9YQ_0
pesqWVBT_UocHHS7xfJOkg,-1.201886794675892,36.92287807540442,2018.0,2.0,P/e/,0.5187407,0,1,pesqWVBT_UocHHS7xfJOkg_0
plNGlZViWs2S_ejhAmSbJw,-1.278858232995195,36.95009728011452,2018.0,2.0,P/L/,0.33308375,0,1,plNGlZViWs2S_ejhAmSbJw_0
plshJK6-xD07xuOcSX29xw,-1.333458523036633,36.87060982220103,2021.0,7.0,P/L/,0.27352032,0,1,plshJK6-xD07xuOcSX29xw_0
pmg-5svUQsX2qWLxJ0L2RQ,-1.301675564501217,36.89027093042606,2018.0,4.0,P/m/,0.39107183,0,1,pmg-5svUQsX2qWLxJ0L2RQ_0
ppsR2KB-qBQ8OjEJYY3ugw,-1.275934241542456,36.99266759938077,2021.0,8.0,P/P/,0.39672324,0,1,ppsR2KB-qBQ8OjEJYY3ugw_0
pqxbMW1oAO2YAVm2hR2msA,-1.247533959245768,36.68382916102292,2021.0,8.0,P/Q/,0.521593,0,1,pqxbMW1oAO2YAVm2hR2msA_0
q6QW7caLjthbyZvQ61fL6w,-1.306640852499431,36.78332256675293,2018.0,3.0,Q/6/,0.65159565,0,1,q6QW7caLjthbyZvQ61fL6w_0
qLlT98EXpZ0_oi-WOpu-Tg,-1.254769272125378,36.88367860833137,2018.0,2.0,Q/L/,0.3804061,0,1,qLlT98EXpZ0_oi-WOpu-Tg_0
qUOhIdmA6deOhVImLfORGg,-1.260992525655934,36.71406116448891,2017.0,12.0,Q/U/,0.40332213,0,1,qUOhIdmA6deOhVImLfORGg_0
qUfnT7ZVNDsxyoU-uTOIZg,-1.149535377340564,36.94740364648012,2021.0,12.0,Q/U/,0.45763427,0,1,qUfnT7ZVNDsxyoU-uTOIZg_0
qYdXLC2s75kph16G7i3QNQ,-1.252084025038034,36.86749140237384,2021.0,8.0,Q/y/,0.6062073,0,1,qYdXLC2s75kph16G7i3QNQ_0
qYh0T_CS62AoJARe0VMtpw,-1.290756647060946,36.90522001227439,2018.0,4.0,Q/y/,0.32192478,0,1,qYh0T_CS62AoJARe0VMtpw_0
qZoneo4ny3CBYJezLhGVRg,-1.307728528520613,36.87778789134815,2018.0,1.0,Q/Z/,0.43674707,0,1,qZoneo4ny3CBYJezLhGVRg_0
qoNSE67btZxKRfCKxge-XA,-1.283738563435294,36.84037689345212,2021.0,8.0,Q/O/,0.6773214,0,1,qoNSE67btZxKRfCKxge-XA_0
qp2dKRevGvcP4waFq6622Q,-1.268857156152962,36.84953378316834,2018.0,1.0,Q/P/,0.62995183,0,1,qp2dKRevGvcP4waFq6622Q_0
qpSjk3XN-sWW-wJ3VKX_2A,-1.278890776108522,36.71783022224488,2018.0,3.0,Q/P/,0.5860734,0,1,qpSjk3XN-sWW-wJ3VKX_2A_0
qtsTozlPUguKo8tt91i8CA,-1.466429312704998,36.93934314547563,2022.0,3.0,Q/t/,0.46716765,0,1,qtsTozlPUguKo8tt91i8CA_0
qv6AA1U0lZWvS1tZ5cG-0A,-1.215097010329792,36.69243369830252,2022.0,2.0,Q/v/,0.30164573,0,1,qv6AA1U0lZWvS1tZ5cG-0A_0
qwTNFcnuzCei8hd45efNJw,-1.306738500282957,36.90122418931958,2021.0,8.0,Q/w/,0.6272388,0,1,qwTNFcnuzCei8hd45efNJw_0
r20lqilLqY0INjH55zvXpQ,-1.255117893611499,36.93557825096294,2021.0,8.0,r/2/,0.29627085,0,1,r20lqilLqY0INjH55zvXpQ_0
r6eohl2gp8U12KttC_hDPQ,-1.319576554973534,36.79354576055346,2018.0,3.0,r/6/,0.3467373,0,1,r6eohl2gp8U12KttC_hDPQ_0
